course_id,title,language,lesson_count,total_page_count,total_page_item_count,content_tags
4057,"EDCF - Administration, Organization and Management",en-US,4,4,8,"EL_DORADO_KDOC_ONLY,Information,Resources,Restricted_Visibility"
3649,Life in Christ - Lesson Three,en-US,8,22,79,"CDU,COURSE,Catholic,Christian,Christianity,Earn,Learn,Life,Religion,Religion_Spirituality,Religious,Religious_Study,Spiritual,Spirituality"
4148,Opioids: An American Crisis,en-US,1,1,2,"Forsyth_County_NC_Only,Information,Resources,Restricted_Visibility"
3915,"OCF - Administration, Organization and Management",en-US,7,7,14,"Information,OSWEGO_KDOC_ONLY,Resources,Restricted_Visibility"
1133,Bible Study IV - Galatians and Colossians,en-US,5,450,930,"Bible,Colossians,Earn,Faith,Galatians,Learn,Life,Religious_Study,Spiritual,Spirituality"
2452,DRAFT Level 2 Reading Practice - Dead-End Job,en-US,20,41,131,Edovo_Test_Course
1624,Level 2 Reading Practice - Grind,en-US,13,27,94,"Academic,Adult_Basic_Education,Assessment_Mult_Choice,COURSE,Content_Performance,Course_Length_2,Earn,English_Language_Arts,GED,GED_prep,Language_Arts,Learn,Level_Intermediate,Level_Literacy_2,PDF,PDF_Reading,Picture_Media,Reading_Practice,Reading_Writing,Text_Item,Time_Completion_Medium"
3860,TCF - Medical and Health Services ,en-US,4,4,8,"Information,Resources,Restricted_Visibility,TCF_KDOC_ONLY"
2134,DRAFT Penn Foster Auto Repair Technician Career Diploma,en-US,1,1,1,"Earn,Learn"
4199,Alcoholics Anonymous : Big Book : Part 8,en-US,8,16,74,"Restricted_Visibility,sonoma_only"
2108,DRAFT Penn Foster,en-US,1,1,1,"Earn,Learn"
2663,Wisconsin Commercial Driver's License Test,en-US,9,330,375,"Assessment_Mult_Choice,CDL,COURSE,Commercial_Driver's_License,Content_Performance,Course_Length_2,Driving,Earn,Job_Skills,Jobs_Finance,Learn,Level_Intermediate,Outcome_Certificate,PDF_Reading,Reentry_Community,Restricted_Visibility,State_Specific_Course,Test_Prep,Text_Item,Time_Completion_Medium"
955,Eric the Car Guy - Transmissions ,en-US,7,38,137,"COURSE,Cars,Content_Reference,Course_Length_2,Earn,Job_Skills,Jobs,Jobs_Finance,Learn,Level_Beginner,Life,Mechanic,Picture_Media,Reentry_Community,Reference,Text_Item,Time_Completion_Medium,Video_Item,Workplace_Skills"
1782,Level 2 Reading Practice - Bull's Eye,en-US,13,26,99,"Academic,Adult_Basic_Education,Assessment_Mult_Choice,COURSE,Content_Performance,Course_Length_2,Earn,English_Language_Arts,GED,GED_prep,Language_Arts,Learn,Level_Intermediate,Level_Literacy_2,PDF,PDF_Reading,Picture_Media,Reading_Practice,Reading_Writing,Text_Item,Time_Completion_Medium"
3061,USER FEEDBACK COURSE - TAKE ME,en-US,1,1,8,Restricted_Visibility
1299,Post-Test: Science (CN),en-US,1,50,63,"Earn,Learn"
2050,Make BIG TALK: Digging Deeper,en-US,4,33,51,"Academic,Assessment_Essay,Assessment_Reflection,COURSE,Content_Performance,Course_Length_1,Earn,Learn,Life,Making_Changes,Personal_Growth,Reentry_Community,Text_Item,Time_Completion_Low"
635,Level 2 Reading Practice: The Founding Fathers,en-US,3,6,43,"Academic,Adult_Basic_Education,Assessment_Mult_Choice,COURSE,Content_Performance,Course_Length_1,Earn,English_Language_Arts,GED,GED_prep,Language_Arts,Learn,Level_Intermediate,Level_Literacy_2,PDF,PDF_Reading,Picture_Media,Reading_Practice,Reading_Writing,Text_Item,Time_Completion_Low"
2798,Minnesota Commercial Driver's License Test,en-US,9,330,372,"Assessment_Mult_Choice,CDL,COURSE,Commercial_Driver's_License,Content_Performance,Course_Length_2,Earn,Job_Skills,Jobs,Jobs_Finance,Learn,Level_Intermediate,Outcome_Certificate,PDF_Reading,Reentry_Community,Restricted_Visibility,State_Specific_Course,Test_Prep,Text_Item,Time_Completion_Medium"
3903,LCF - Fiscal Management,en-US,8,8,8,"Information,LANSING_KDOC_ONLY,Resources,Restricted_Visibility"
1073,Anger Management,en-US,7,43,153,"Academic,COURSE,Earn,Health,Learn,Mental_Health"
2744,Writing Professional Letters,en-US,1,5,15,"Academic,Adult_Basic_Education,COURSE,Content_Reference,Course_Length_1,Earn,Effective_Writing,Family_Community,Job_Skills,Jobs,Jobs_Finance,Language_Arts,Learn,Life,Personal_Growth,Picture_Media,Reading_Writing,Reentry_Community,Text_Item,Time_Completion_Low,Writing"
4461,The Phoenix - 17 Minute Total Body Workout,en-US,1,3,8,"COURSE,Earn,Fitness,Health_Recovery,Information,Physical_Health,The_Phoenix,Women's_Health,new_content"
781,Level 3 Reading Practice: Abraham Lincoln Childhood and Middle Years ,en-US,4,8,65,"Academic,Adult_Basic_Education,Assessment_Mult_Choice,COURSE,Content_Performance,Course_Length_1,Earn,English_Language_Arts,GED,GED_prep,Intermediate,Language_Arts,Learn,Level_Literacy_3,PDF_Reading,Picture_Media,Reading_Practice,Reading_Writing,Text_Item,Time_Completion_Medium"
1353,Criminal Process: The Basics,en-US,3,20,82,"Assessment_Mult_Choice,Content_Performance,Course_Length_1,Court,Earn,Learn,Legal,Legal_Study,Legal_System,Life,Reentry_Community,Reference,Resources,Text_Item,Time_Completion_Low"
3592,The Reentry Times.com: BOP Residential Drug Abuse Program Course,en-US,7,25,53,Restricted_Visibility
2756,Introduction to Quakerism,en-US,4,24,104,"Assessment_Essay,Audio_Exercise,COURSE,Course_Length_1,Earn,Learn,Level_Beginner,Level_Literacy_2,Life,Picture_Media,Quakers,Religion,Religious_Study,Spiritual,Spirituality,Text_Item,Time_Completion_Low,Video_Item"
1033,Islamic Studies: The Rights of Parents - Birr al-Walidayn,en-US,5,110,124,"Assessment_Short_Answer,COURSE,Content_Performance,Course_Length_2,Earn,Koran,Learn,Level_Advanced,Level_Literacy_4,Life,Quran,Religious_Study,Spiritual,Spirituality,Text_Item,Time_Completion_High"
4164,Fresno Community Resource Guide,en-US,1,3,6,"FRESNO_ONLY,Information,Resources,Restricted_Visibility"
1943,Test,en-US,1,1,6,"Earn,Learn"
2732,Outline of a Letter,en-US,1,11,41,"Academic,Adult_Basic_Education,Assessment_Essay,COURSE,Communication,Content_Performance,Course_Length_1,Earn,Effective_Writing,English_Language_Arts,Family_Community,Job_Skills,Jobs,Jobs_Finance,Language_Arts,Learn,Life,PDF_Reading,Picture_Media,Reading_Writing,Reentry_Community,Text_Item,Time_Completion_Low,Writing"
2572,Find Your Reading Level: Lesson A,en-US,2,16,62,"Academic,Adult_Basic_Education,Assessment_Mult_Choice,COURSE,Content_Performance,Course_Length_1,Earn,Language_Arts,Learn,Level_All,Level_Literacy_2,Literacy,PDF,PDF_Reading,Picture_Media,Read,Reading,Reading_Practice,Reading_Writing,Text_Item,Time_Completion_Low,Words"
4407,Sacred Texts Continued,en-US,2,7,14,"COURSE,Earn,Learn,MSP_MT_DOC_only,MWP_MT_DOC_only,PINEHILLS_MT_DOC_ONLY,Religious_Study,Restricted_Visibility,Spirituality,sacred_texts"
2147,Handbook DRAFT,en-US,1,1,1,"Earn,Learn"
3538,"Ten Commandments, Sixth Commandment-Part II, Lesson 1",en-US,7,15,62,"CDU,COURSE,Catholic,Christian,Christianity,Earn,Learn,Life,Religion,Religion_Spirituality,Religious,Religious_Study,Spiritual,Spirituality"
4288,Chapter 1 Section 1: General Administration - MT DOC Policy & Procedure,en-US,17,17,34,"Dawson_County_Only,Information,LI_MT_DOC_only,Lewiston_MT_DOC_only,MSP_MT_DOC_only,MWP_MT_DOC_only,PINEHILLS_MT_DOC_ONLY,Resources,Restricted_Visibility,Riverside_MT_DOC_only"
873,Introduction to Plumbing ,en-US,5,39,173,"COURSE,Career_Exploration,Content_Reference,Course_Length_1,Earn,Job,Job_Skills,Jobs,Jobs_Finance,Learn,PDF_Reading,Plumber,Plumbing,Reentry_Community,Reference,Text_Item,Time_Completion_Medium"
1712,Level 2 Reading Practice - Saving Grace,en-US,15,30,100,"Academic,Adult_Basic_Education,Assessment_Mult_Choice,COURSE,Content_Performance,Course_Length_2,Earn,English_Language_Arts,GED,GED_prep,Language_Arts,Learn,Level_Intermediate,Level_Literacy_2,PDF,PDF_Reading,Picture_Media,Reading,Reading_Practice,Reading_Writing,Text_Item,Time_Completion_Medium"
3948,LCF - Sanitation and Hygiene,en-US,7,7,14,"Information,LANSING_KDOC_ONLY,Resources,Restricted_Visibility"
2084,Make BIG TALK: Time,en-US,3,33,42,"Academic,Assessment_Essay,Assessment_Reflection,COURSE,Content_Performance,Course_Length_1,Earn,Learn,Life,Making_Changes,Personal_Growth,Reentry_Community,Text_Item,Time_Completion_Low"
4301,TCF - Sanitation and Hygiene,en-US,7,7,15,"Information,Resources,Restricted_Visibility,TCF_KDOC_ONLY"
3277,Optional Reading: Assignment 3- Matthew and Genesis,en-US,1,1,3,"Bible,COURSE,Catholic,Christian,Christianity,Content_Reference,Course_Length_1,Earn,Genesis,Gospel,Learn,Life,Picture_Media,Religion,Religion_Spirituality,Religious,Spiritual,Spirituality,St._Matthew,Time_Completion_Medium"
4334,"Gospel of St. Mark, Lesson 2",en-US,8,26,95,"CDU,Earn,Learn,Religion,Religion_Spirituality,Religious_Study,Spirituality"
1768,Web Development 2: Introduction to CSS,en-US,9,24,46,"Earn,Learn"
2214,Mercy Hill Church Sermons,en-US,3,3,6,"Earn,Greensboro_Sermons,Learn,Life,Restricted_Visibility,Spirituality,guilford_only,highpoint_only"
1731,Level 1 Reading Practice: Arctic Plants,en-US,1,1,5,"Academic,Adult_Basic_Education,Assessment_Mult_Choice,COURSE,Content_Performance,Earn,Language_Arts,Learn,Level_Beginner,Level_Literacy_1,PDF_Reading,Picture_Media,Reading_Practice,Reading_Writing,Time_Completion_Low"
4310,Chapter 4 Section 3: Food Service - MT DOC Policy & Procedure,en-US,4,4,8,"Dawson_County_Only,Information,LI_MT_DOC_only,Lewiston_MT_DOC_only,MSP_MT_DOC_only,MWP_MT_DOC_only,PINEHILLS_MT_DOC_ONLY,Resources,Restricted_Visibility,Riverside_MT_DOC_only"
1709,Copy of Pre-Test: Math [CONVERTED FROM OLD],en-US,1,50,58,"Earn,Learn"
651,A Guide Through the 12 Steps of Recovery ,en-US,15,47,132,"COURSE,Earn,Health_Recovery,Learn,Recovery,Wellness"
4260,"La Revelación y la Tradición de la Oración, Oración Cristiana, Lección 2",en-US,8,29,97,"CDU,Earn,Learn,Religion,Religion_Spirituality,Religious_Study,Restricted_Visibility,Spirituality"
3106,Wisconsin Commercial Driver License Manual Spanish Version,en-US,1,1,1,"CDL,Commercial_Driver's_License,Content_Reference,Course_Length_1,Job_Skills,Jobs_Finance,Level_All,Outcome_Certificate,PDF_Reading,Reentry_Community,Restricted_Visibility,State_Specific_Course,Test_Prep,Time_Completion_Low"
4202,Profesión de Fe - Lección Uno,en-US,7,22,77,"CDU,Earn,Learn,Life,Religion,Religion_Spirituality,Religious_Study,Spirituality"
1678,Production - Spanish,es-US,4,7,18,"Earn,Learn"
1678,Production Mandatory Test,en-US,4,7,18,"Earn,Learn"
3079,"Gospel of St. Matthew-Part I, Course One",en-US,8,34,124,"CDU,COURSE,Catholic,Earn,Learn,Life,Religion,Religion_Spirituality,Religious,Religious_Study,Spiritual,Spirituality"
2290,Level 1 Reading Practice - Milk and Eggs,en-US,2,2,12,"Academic,Adult_Basic_Education,Assessment_Mult_Choice,COURSE,Content_Performance,Earn,Language_Arts,Learn,Level_Beginner,Level_Literacy_1,PDF_Reading,Picture_Media,Reading_Practice,Reading_Writing,Time_Completion_Low"
1245,Social Studies - Economics (CN),en-US,6,69,204,"Earn,Learn"
3598,CDU Catholic Learning Guidance Pen Pal Program,en-US,1,2,9,"COURSE,Catholic,Christian,Christianity,Earn,Learn,Life,Religion,Religion_Spirituality,Religious,Religious_Study,Spiritual,Spirituality"
4217,TCF - Safety and Emergency Procedures ,en-US,6,6,12,"Information,Resources,Restricted_Visibility,TCF_KDOC_ONLY"
4419,Temporary allowance of video visitation,en-US,1,1,2,"Information,ME_DOC_MSP_ONLY,Resources,Restricted_Visibility"
3848,KJCC - Canteen Lists,en-US,1,2,5,"Information,KJCC_KDOC_ONLY,Resources,Restricted_Visibility"
4073,EDCF - Offender Work and Program Assignments,en-US,1,1,1,"EL_DORADO_KDOC_ONLY,Information,Resources,Restricted_Visibility"
4376,Kane County Drug Rehabilitation Court Participant Handbook,en-US,1,1,2,"Information,KANE_COUNTY_ONLY,Resources,Restricted_Visibility"
4376,MANUAL DEL PARTICIPANTE DE LA CORTE DE REHABILITACIÓN DE DROGAS DEL CONDADO DE KANE,es-US,1,1,2,"Information,KANE_COUNTY_ONLY,Resources,Restricted_Visibility"
3878,Introduction to the Catechism of the Catholic Church : Lesson One,en-US,8,31,98,"CDU,Catholic,Christian,Christianity,Earn,Learn,Religion,Religion_Spirituality,Religious,Religious_Study,Spiritual,Spirituality"
3781,CDU Information Survey,en-US,1,4,16,"CDU,Earn,Learn,Religion,Religion_Spirituality,Religious_Study,Spirituality,no_kdoc"
3220, Montana Women's Prison PREA Spanish,en-US,1,1,1,"MWP_MT_DOC_only,Restricted_Visibility"
4433,Sonoma Juvenile Handbook,en-US,1,2,2,"Information,Resources,Restricted_Visibility,sonoma_only"
3658,Inmate Cleaners Training,en-US,1,18,42,"COURSE,Earn,Health,Health_Information,Health_Topics,Healthcare,Learn,Personal_Health"
2071,Make BIG TALK: What if?,en-US,3,28,32,"Academic,Assessment_Essay,Assessment_Reflection,COURSE,Content_Performance,Course_Length_1,Earn,Learn,Life,Making_Changes,Personal_Growth,Reentry_Community,Text_Item,Time_Completion_Low"
1836,Level 4 Reading Practice: 20th Century Events,en-US,4,8,40,"Academic,Assessment_Mult_Choice,COURSE,Content_Performance,Course_Length_1,Earn,English_Language_Arts,GED,GED_prep,Language_Arts,Learn,Level_Advanced,Level_Literacy_4,PDF_Reading,Reading_Practice,Reading_Writing,Text_Item,Time_Completion_Medium"
3868,TCF - Library Services,en-US,1,1,2,"Information,Resources,Restricted_Visibility,TCF_KDOC_ONLY"
3772,Ephesians: The Kind of People God Uses To Turn The World Upside Down,en-US,1,1,3,"Earn,Greensboro_Sermons,Learn,Life,Restricted_Visibility,Spirituality,guilford_only,highpoint_only"
4107,Introduction to Dental Health (IYH),en-US,1,1,3,"Bartow_Only,Christian_County_Only,LI_MT_DOC_only,MAINE_DOC_ONLY,MSP_MT_DOC_only,MWP_MT_DOC_only,PINEHILLS_MT_DOC_ONLY,Restricted_Visibility,Riverside_MT_DOC_only,Woodford_Only"
3712,This is Real Life: Unstoppable Love,en-US,1,1,3,"Earn,Greensboro_Sermons,Learn,Life,Restricted_Visibility,Spirituality,guilford_only,highpoint_only"
771,Business Law and Ethics,en-US,34,294,616,"Academic,Assessment_Mult_Choice,Business,COURSE,College,College_Credit,Content_Performance,Contracts,Course_Length_3,Earn,Ethics,Job_Skills,Jobs_Finance,Law,Learn,Level_Advanced,Level_Literacy_4,Litigation,PDF_Reading,Property_Law,Regulation,Text_Item,Time_Completion_High,Torts,Video_Item,no_kdoc"
3340,"Basic Principles of Morality - Part IV, Course 4",en-US,6,14,61,"CDU,COURSE,Catholic,Earn,Learn,Life,Religion,Religion_Spirituality,Religious,Religious_Study,Spiritual,Spirituality"
4300,Chapter 3 Section 2:  Emergency Management and Safety Plans - MT DOC Policy & Procedure,en-US,12,12,24,"Information,LI_MT_DOC_only,Lewiston_MT_DOC_only,MSP_MT_DOC_only,MWP_MT_DOC_only,PINEHILLS_MT_DOC_ONLY,Resources,Restricted_Visibility,Riverside_MT_DOC_only"
3996,SCF - Training and Staff Development,en-US,2,2,4,"Information,Resources,Restricted_Visibility,STOCKTON_KDOC_ONLY"
3928,OCF - Offender Rules and Discipline,en-US,8,8,24,"Information,OSWEGO_KDOC_ONLY,Resources,Restricted_Visibility"
1605,Arkansas Commercial Driver's License Test,en-US,9,330,360,"Assessment_Mult_Choice,CDL,COURSE,Career_Exploration,Commercial_Driver's_License,Content_Performance,Course_Length_2,Driving,Earn,Job_Skills,Jobs,Jobs_Finance,Learn,Level_Intermediate,Outcome_Certificate,PDF_Reading,Reentry_Community,Restricted_Visibility,State_Specific_Course,Test_Prep,Text_Item,Time_Completion_Medium"
2467,DRAFT - RRP Education,en-US,2,11,48,State_Specific_Course
4465,The Phoenix - 25 Minute Flow Yoga Practice 2,en-US,1,3,8,"COURSE,Earn,Fitness,Health_Recovery,Information,Physical_Health,The_Phoenix,Wellness,Women's_Health,new_content"
2932,New Mexico Commercial Driver's Licence Practice Test,en-US,9,329,362,"Assessment_Mult_Choice,CDL,COURSE,Career_Exploration,Commercial_Driver's_License,Content_Performance,Course_Length_2,Earn,Job_Skills,Jobs,Jobs_Finance,Learn,Level_Intermediate,Outcome_Certificate,PDF_Reading,Reentry_Community,Restricted_Visibility,State_Specific_Course,Test_Prep,Text_Item,Time_Completion_Medium"
3292,The Skid Row Reader: Part 5,en-US,7,35,105,"Academic,Adult_Basic_Education,COURSE,Earn,English_Language_Arts,Language_Arts,Learn"
4195,Alcoholics Anonymous : Big Book : Part 4,en-US,6,12,51,"Restricted_Visibility,sonoma_only"
4082,Applying for Health Insurance (IYH),en-US,2,3,10,"Bartow_Only,Christian_County_Only,LI_MT_DOC_only,MAINE_DOC_ONLY,MSP_MT_DOC_only,MWP_MT_DOC_only,PINEHILLS_MT_DOC_ONLY,Restricted_Visibility,Riverside_MT_DOC_only,Woodford_Only"
4110,Introduction to Laboratory Tests (IYH),en-US,1,1,3,"Bartow_Only,Christian_County_Only,LI_MT_DOC_only,MAINE_DOC_ONLY,MSP_MT_DOC_only,MWP_MT_DOC_only,PINEHILLS_MT_DOC_ONLY,Restricted_Visibility,Riverside_MT_DOC_only,Woodford_Only"
3930,OCF - Reception and Orientation,en-US,2,2,8,"Information,OSWEGO_KDOC_ONLY,Resources,Restricted_Visibility"
3864,TCF - Reception and Orientation ,en-US,2,2,4,"Information,Resources,Restricted_Visibility,TCF_KDOC_ONLY"
2539,TEST Whale hunt,en-US,2,2,3,Edovo_Test_Course
3076,(Global Property) Finding Long-Term Housing DRAFT,en-US,1,10,72,Edovo_Test_Course
4126,Ruth: God's Providential Love to Save- Jose Abella,en-US,1,1,2,"Church,Earn,Greensboro_Sermons,Life,Restricted_Visibility,Spirituality,Video_Sermons,Watch,guilford_only"
3983,"NCF - Communication, Mail, and Visiting",en-US,3,3,10,"Information,NORTON_KDOC_ONLY,Resources,Restricted_Visibility"
4079,EDCF - Classification ,en-US,1,1,2,"EL_DORADO_KDOC_ONLY,Information,Resources,Restricted_Visibility"
3754,This is Real Life: Crown Him or Kill Him,en-US,1,1,3,"Earn,Greensboro_Sermons,Learn,Life,Restricted_Visibility,Spirituality,guilford_only,highpoint_only"
3757,This is Real Life: The Resurrection and Life,en-US,1,1,3,"Earn,Greensboro_Sermons,Learn,Life,Restricted_Visibility,Spirituality,guilford_only,highpoint_only"
3655,RSW Inmate Handbook,en-US,1,1,2,"COURSE,Earn,Learn,Legal,Life,Manual,PDF_Reading,Reentry_Community,Reference,Resources,State_Specific_Course,Text_Item,Time_Completion_Low"
3301,Makin It: Episode 1,en-US,1,1,1,"Creative,EXPLORATION,Earn,Explore,Learn,Life,Listen,MP3,Making_Changes,Reentry,Talks"
3694,This is Real Life: A Zeal for True Worship,en-US,1,1,3,"Earn,Greensboro_Sermons,Learn,Life,Restricted_Visibility,Spirituality,guilford_only,highpoint_only"
4194,Alcoholics Anonymous : Big Book : Part 3,en-US,6,20,115,"Restricted_Visibility,sonoma_only"
4096,"Gospel of St. John - Part III, Course Three",en-US,9,37,124,"CDU,Earn,Learn,Religion,Religion_Spirituality,Religious_Study,Spirituality"
917,Math - Decimals and Fractions,en-US,26,292,349,"Academic,Arithmetic,Assessment_Mult_Choice,COURSE,Content_Performance,Course_Length_2,Decimals_and_Fractions,Earn,GED,GED_prep,Intermediate,Learn,Level_Literacy_3,Math,Multiplication,PDF_Reading,Percent,Picture_Media,Text_Item,Time_Completion_High,no_edovogo"
4338,"Gospel of Luke, Chapters 1-9, Lesson 2",en-US,10,41,138,"CDU,Earn,Learn,Religion,Religion_Spirituality,Religious_Study,Spirituality"
4001,SCF - Security and Control,en-US,7,7,13,"Information,Resources,Restricted_Visibility,STOCKTON_KDOC_ONLY"
4317,Chapter 5 Section 3: Education Programs - MT DOC Policy & Procedure,en-US,7,7,14,"Information,LI_MT_DOC_only,Lewiston_MT_DOC_only,MSP_MT_DOC_only,MWP_MT_DOC_only,PINEHILLS_MT_DOC_ONLY,Resources,Restricted_Visibility,Riverside_MT_DOC_only"
4342,Values-Aligned Goal Setting - Part Two - What Goals Should I Set,en-US,13,44,146,"COURSE,Earn,Learn,Personal_Growth,Reentry_Community,Restricted_Visibility"
3172,Edovo Help Center Survey,en-US,1,1,4,"COURSE,Restricted_Visibility,SURVEY,State_Specific_Course"
4170,"TCF - Communication, Mail, and Visiting",en-US,6,6,12,"Information,Resources,Restricted_Visibility,TCF_KDOC_ONLY"
871,Customer Service Basics ,en-US,15,29,109,"COURSE,Communication,Content_Reference,Course_Length_2,Customer_Service,Earn,Job_Skills,Jobs,Jobs_Finance,Learn,Professional,Reentry_Community,Reference,Text_Item,Time_Completion_Medium"
2776,Peace Education Program,en-US,12,87,229,Peace
4049,NCF - Offender Rules and Discipline ,en-US,11,13,41,Restricted_Visibility
3950,WWRF - Medical and Healthcare Services,en-US,2,2,4,"Information,Resources,Restricted_Visibility,WWRF_KDOC_ONLY"
3979,NCF - Sanitation and Hygiene,en-US,6,6,12,"Information,NORTON_KDOC_ONLY,Resources,Restricted_Visibility"
3625,DUPLICATE OF Visibility Test - September 2018,en-US,1,1,2,"Edovo_Test_Course,Restricted_Visibility"
4172,VMU Administration - Call Control and Inmate Management,en-US,8,8,24,Restricted_Visibility
2843,Learning How to be a Better Parent (X),en-US,18,38,126,"Academic,Adult_Basic_Education,COURSE,Children,Communication,Earn,Family_Community,Health_Recovery,Incarceration,Kids,Learn,PDF_Reading,Parenting,Picture_Media,Prison,Reentry_Community,Stress,Text_Item,Treatment_Oriented"
743,Women's Health,en-US,4,25,72,"Birth,Children,Content_Reference,Course_Length_1,Earn,Health,Health_Recovery,Learn,Life,Menopause,Menstruation,PDF_Reading,Physical_Health,Picture_Media,Pregnancy,Reference,Text_Item,Time_Completion_Low,Video_Item,Wellness,Women,Women's_Health"
4345," Lumen Gentium: Mary’s Role in the Mystical Christ, Lesson 2",en-US,6,14,53,"CDU,Earn,Learn,Religion,Religion_Spirituality,Religious_Study,Spirituality"
1505,Michael Santos: Earning Freedom Mastermind Course,en-US,1,1,2,"Earn,Learn"
4078,EDCF - Reception and Orientation ,en-US,2,2,8,"EL_DORADO_KDOC_ONLY,Information,Resources,Restricted_Visibility"
4081,"Sexual Wellness: Your Health, Your Body, Your Choice (IYH L11)",en-US,6,60,227,"Restricted_Visibility,sonoma_only"
4447,Dear Georgina: Learning Resources,en-US,1,1,2,"Earn,Information,Learn,new_content"
1536,DuPage,en-US,7,10,30,"Earn,Learn"
4161,LCF - Offender Rules and Discipline (z),en-US,3,4,7,"Information,LANSING_KDOC_ONLY,Resources,Restricted_Visibility"
3817,Opioid Overdose: Learn the warning signs of opioid overdose.,en-US,1,1,2,"COURSE,Earn,Handouts,Health,Health_Recovery,Learn,Manual,Manuals,PDF,Recovery,Restricted_Visibility"
2143,Basic Language with Transparent,en-US,1,1,1,"Academic,Earn,Learn"
2293,Level 4 Reading: Freedom's Story 3,en-US,2,25,47,"Academic,Assessment_Mult_Choice,COURSE,Content_Performance,Course_Length_1,Earn,English_Language_Arts,GED,GED_prep,Language_Arts,Learn,Level_Advanced,Level_Literacy_4,Picture_Media,Reading,Reading_Practice,Reading_Writing,Text_Item,Time_Completion_Medium"
3945,LCF - Safety and Emergency Procedures,en-US,2,2,4,"Information,LANSING_KDOC_ONLY,Resources,Restricted_Visibility"
1841,Level 3 Reading Practice - Les Paul: The Search for the New Sound,en-US,1,8,42,"Academic,Assessment_Mult_Choice,COURSE,Content_Performance,Course_Length_1,Earn,English_Language_Arts,GED,GED_prep,Intermediate,Language_Arts,Learn,Level_Literacy_3,PDF_Reading,Picture_Media,Reading,Reading_Practice,Reading_Writing,Text_Item,Time_Completion_Medium"
4097,Introduction to Pain Symptoms (IYH),en-US,1,1,3,"Bartow_Only,Christian_County_Only,LI_MT_DOC_only,MAINE_DOC_ONLY,MSP_MT_DOC_only,MWP_MT_DOC_only,PINEHILLS_MT_DOC_ONLY,Restricted_Visibility,Riverside_MT_DOC_only,Woodford_Only"
3529,"Optional reference reading material for Ten Commandments, Part I, Lesson 3",en-US,1,1,2,"Bible,COURSE,Catholic,Christian,Christianity,Content_Reference,Earn,Gospel,Gospels,Learn,Life,Religion,Religion_Spirituality,Religious,Religious_Study,Spiritual,Spirituality"
4393,Probation & Parole Supervision Procedures Index,en-US,1,1,2,"Information,MSP_MT_DOC_only,Resources,Restricted_Visibility"
3250,Montana State Prison High Side Unit-2 - Unit Rules,en-US,1,1,1,"COURSE,Content_Reference,Course_Length_1,Earn,Learn,Legal,Level_All,Manual,PDF_Reading,Reentry_Community,Resources,Restricted_Visibility,State_Specific_Course,Time_Completion_Low"
3977,NCF - Special Management Offenders,en-US,1,1,2,"Information,NORTON_KDOC_ONLY,Resources,Restricted_Visibility"
3268,Optional Reading: Antiquities of the Jews - Book II ,en-US,1,1,3,"Bible,CDU,COURSE,Catholic,Christian,Christianity,Content_Reference,Course_Length_1,Earn,Gospel,Jews,Judaism,Learn,Life,Picture_Media,Religion,Religion_Spirituality,Religious,Spiritual,Spirituality,Time_Completion_Medium"
3885,Health Literacy Pre-condition logic test,en-US,1,9,58,Restricted_Visibility
985,English Language Arts Foundations I,en-US,30,169,597,"Academic,Argument,Assessment_Essay,Assessment_Mult_Choice,Assessment_Short_Answer,COURSE,Content_Performance,Course_Length_3,Earn,Effective_Writing,English_Language_Arts,Figurative_Language,GED,GED_prep,Grammar_and_Punctuation,Language_Arts,Learn,Level_Advanced,Level_Literacy_4,PDF_Reading,Parts_of_Speech,Picture_Media,Poetry,Reading_Writing,Restricted_Visibility,Text_Item,Time_Completion_High,Video_Item,Writing"
1015,RLA - Reading Comprehension VI ,en-US,12,120,138,"Academic,Assessment_Mult_Choice,COURSE,Commas,Content_Performance,Course_Length_2,Earn,English_Language_Arts,GED,GED_prep,Language_Arts,Learn,Level_Intermediate,Level_Literacy_4,PDF_Reading,Punctuation,Reading_Practice,Reading_Writing,Semicolons,Sentences,Text_Item,Time_Completion_Medium,Words"
1470,Psychology 101,en-US,38,145,438,"Academic,Assessment_Mult_Choice,College,College_Credit,Conscience,Content_Performance,Course_Length_3,Earn,Emotion,Learn,Level_Advanced,Level_Literacy_4,Nervous_System,PDF_Reading,Psychology,Science,Text_Item,Time_Completion_High,Video_Item,social_science"
3313,Christian Prayer - Part V - The Lord's Prayer: the Seven Petitions - Course Five,en-US,6,23,80,"Bible,CDU,COURSE,Catholic,Earn,Learn,Life,Religion,Religion_Spirituality,Religious,Religious_Study,Spiritual,Spirituality"
939,Career Exploration: Construction Industry ,en-US,13,39,158,"Assessment_Mult_Choice,Building_Inspectors,COURSE,Career_Exploration,Construction,Content_Performance,Course_Length_2,Earn,Electrician,Jobs,Jobs_Finance,Learn,Plumbers,Reentry_Community,Reference,Roofers,Text_Item,Time_Completion_Low,Video_Item"
1405,Copy of ELA Foundations III (Vicki),en-US,35,174,473,"Earn,Learn"
3927,OCF - Offender Rights,en-US,4,4,12,"Information,OSWEGO_KDOC_ONLY,Resources,Restricted_Visibility"
