course_id,title,language,lesson_count,total_page_count,total_page_item_count,content_tags
855,Introduction to Electrical Studies ,en-US,5,45,133,"Assessment_Mult_Choice-2203,COURSE-37,Career_Exploration-413,Circuits-3256,Content_Performance-2230,Course_Length_1-2263,Earn-995,Electrical-2944,Electrician-2686,Job-221,Job_Skills-734,Jobs-1127,Jobs_Finance-635,Learn-524,Level_Intermediate-2257,PDF_Reading-2167,Picture_Media-2188,Reentry_Community-2155,Reference-593,Text_Item-2161,Time_Completion_Medium-2314,Workplace_Skills-2431"
2097,Level 3 Reading Practice - The Story of Our Human Rights,en-US,2,2,17,"Academic-437,Assessment_Essay-2200,Assessment_Mult_Choice-2203,COURSE-37,Content_Performance-2230,Course_Length_1-2263,Earn-995,English_Language_Arts-140,GED-77,GED_prep-3595,Intermediate-1199,Language_Arts-143,Learn-524,Level_Literacy_3-2245,PDF_Reading-2167,Picture_Media-2188,Reading_Practice-2422,Reading_Writing-2404,Text_Item-2161,Time_Completion_Medium-2314"
2699,Utah Driver's License,en-US,6,17,87,"Assessment_Mult_Choice-2203,CDL-1547,Commercial_Driver's_License-1232,Content_Reference-2233,Course_Length_2-2266,Driving-860,Earn-995,Job_Skills-734,Jobs_Finance-635,Learn-524,Legal-1178,Level_Intermediate-2257,Life-872,Outcome_Certificate-2305,PDF_Reading-2167,Picture_Media-2188,Reentry-116,Reentry_Community-2155,Resources-2437,Restricted_Visibility-2077,State_Specific_Course-1525,Text_Item-2161,Time_Completion_Medium-2314"
1575,Copy of Continuing Your Education: An Introduction to College Courses,en-US,5,13,39,"Earn-995,Learn-524"
3989,NCF - Recreation and Offender Activities,en-US,4,4,10,"Information-2071,NORTON_KDOC_ONLY-3567,Resources-2437,Restricted_Visibility-2077"
3430,Mendocino County Jobs Survey,en-US,1,1,10,"COURSE-37,Earn-995,Information-2071,Learn-524,Restricted_Visibility-2077,SURVEY-40,State_Specific_Course-1525,mendocino_only-3546"
1534,Special Populations and Health: Finding Care that Meets Your Needs,en-US,4,16,54,"Content_Reference-2233,Course_Length_1-2263,Demographic_LGBT-2281,Earn-995,Gay-3226,Health-149,Health_Information-2467,Health_Recovery-2149,Healthcare-1397,LGBT-3088,Learn-524,Lesbian-3277,Life-872,PDF_Reading-2167,Picture_Media-2188,Reentry-116,Reference-593,Sexual_Health-2509,Text_Item-2161,Time_Completion_Low-2311,Transgender-3151,Video_Item-2185"
4490,Lust,en-US,1,1,1,"CLI-3647,COURSE-37,Earn-995,Information-2071,Religion_Spirituality-449,Religious-470,Religious_Study-2596,Spirituality-971,for_review-3578,new_content-1913"
3685,Rockbridge Regional Jail Handbook,en-US,1,1,2,"COURSE-37,Earn-995,Learn-524,Manuals-101,Restricted_Visibility-2077"
3998,SCF - Records,en-US,1,1,2,"Information-2071,Resources-2437,Restricted_Visibility-2077,STOCKTON_KDOC_ONLY-3566"
2602,7/5/17 Test,en-US,1,11,19,"Academic-437,Adult_Basic_Education-1025,COURSE-37,Earn-995,Edovo_Test_Course-1528,Learn-524,Literacy-1391"
1197,DEMO Life & Work of Andy Warhol,en-US,1,1,6,"Earn-995,Learn-524"
1313,Napa Reentry Resources,en-US,1,7,21,"Content_Reference-2233,Course_Length_1-2263,Earn-995,Learn-524,Level_All-2251,Life-872,PDF_Reading-2167,Reentry-116,Reentry_Community-2155,Reference-593,Resources-2437,Restricted_Visibility-2077,State_Specific_Course-1525,Text_Item-2161,Time_Completion_Low-2311"
1139,Test preview,en-US,1,1,4,"Earn-995,Learn-524"
2257,Mandatory Pre Use Survey,en-US,1,1,8,"Restricted_Visibility-2077,middlesex_only-3621"
3577,Next Steps & Surveys,en-US,6,16,100,Restricted_Visibility-2077
919,"Math - Interest, Distance, Total Cost, Ratio, Proportions, Measurement, and Percentages",en-US,14,159,217,"Academic-437,Algebra-422,COURSE-37,Earn-995,GED-77,GED_prep-3595,Learn-524,Math-401,Measurement-809,Proportion-3205,Rate-2740,Rates_and_Ratios-800"
1271,Science - Earth and Space Science (CN),en-US,10,121,357,"Earn-995,Learn-524"
2044,33 The Series ,en-US,6,36,108,"Earn-995,Learn-524"
1794,Personal Hygiene,en-US,8,29,100,"Earn-995,Learn-524"
3968,NCF - Administration,en-US,10,10,20,"Information-2071,NORTON_KDOC_ONLY-3567,Resources-2437,Restricted_Visibility-2077"
1005,"Career Exploration: Business, Management, and Administration ",en-US,10,30,122,"Administration-2779,Advertising-3160,Assessment_Mult_Choice-2203,Business-341,COURSE-37,Career_Exploration-413,Content_Performance-2230,Course_Length_2-2266,Customer_Service-2695,Earn-995,Human_Resources-2992,Job-221,Jobs-1127,Jobs_Finance-635,Learn-524,Management-2683,Marketing-3235,Public_Relations-3286,Reentry_Community-2155,Reference-593,Text_Item-2161,Time_Completion_Low-2311,Video_Item-2185"
4378,Peace Education Program - CL,en-US,11,32,111,"COURSE-37,Earn-995,Health_Recovery-2149,Learn-524,Mental_Health-1916"
3145,Mood Inventories (DRAFT),en-US,11,33,253,"Edovo_Test_Course-1528,Restricted_Visibility-2077"
4289,Chapter 1 Section 2: Fiscal Management - MT DOC Policy & Procedure,en-US,13,13,26,"Dawson_County_Only-3626,Information-2071,LI_MT_DOC_only-3557,Lewiston_MT_DOC_only-3603,MSP_MT_DOC_only-3559,MWP_MT_DOC_only-3560,PINEHILLS_MT_DOC_ONLY-3587,Resources-2437,Restricted_Visibility-2077,Riverside_MT_DOC_only-3558"
4039,LCMHF  - Recreation and Offender Activities,en-US,2,2,6,"Information-2071,LARNED_KDOC_ONLY-3574,Resources-2437,Restricted_Visibility-2077"
3502,Identifying Thoughts,en-US,1,4,23,Restricted_Visibility-2077
4160,"LCF - Communication, Mail and Visitation",en-US,7,7,14,"Information-2071,LANSING_KDOC_ONLY-3564,Resources-2437,Restricted_Visibility-2077"
637,Level 2 Reading Practice: Wildlife,en-US,7,14,101,"Academic-437,Adult_Basic_Education-1025,Assessment_Mult_Choice-2203,Assessment_Short_Answer-2197,COURSE-37,Content_Performance-2230,Course_Length_2-2266,Earn-995,English_Language_Arts-140,GED-77,GED_prep-3595,Language_Arts-143,Learn-524,Level_Intermediate-2257,Level_Literacy_2-2242,PDF-55,PDF_Reading-2167,Picture_Media-2188,Reading_Practice-2422,Reading_Writing-2404,Text_Item-2161,Time_Completion_Medium-2314"
1660,Illinois Driver's License,en-US,6,72,104,"Assessment_Mult_Choice-2203,Course_Length_2-2266,Driving-860,Earn-995,Jobs-1127,Learn-524,Level_Intermediate-2257,Life-872,Outcome_Certificate-2305,PDF-55,Reentry-116,Reentry_Community-2155,Reference-593,Resources-2437,State_Specific_Course-1525,Text_Item-2161,Time_Completion_Medium-2314"
3541,"Ten Commandments, Seventh Commandment-Part II, Lesson 2",en-US,6,14,59,"CDU-3575,COURSE-37,Catholic-1355,Christian-1301,Christianity-503,Earn-995,Learn-524,Life-872,Religion-1040,Religion_Spirituality-449,Religious-470,Religious_Study-2596,Spiritual-2158,Spirituality-971"
3586,Overview and Informed Consent,en-US,9,25,179,Restricted_Visibility-2077
4277,Chap 1 - 6 P&P for Probation & Parole Division,en-US,5,66,132,"Dawson_County_Only-3626,Information-2071,MSP_MT_DOC_only-3559,MWP_MT_DOC_only-3560,PINEHILLS_MT_DOC_ONLY-3587,Resources-2437,Restricted_Visibility-2077,Riverside_MT_DOC_only-3558"
2360,Level 2 Reading Practice: My Time as Caz Hazard,en-US,12,45,48,"Academic-437,Assessment_Mult_Choice-2203,Assessment_Short_Answer-2197,COURSE-37,Content_Performance-2230,Course_Length_2-2266,Language_Arts-143,Level_Intermediate-2257,Level_Literacy_2-2242,PDF-55,PDF_Reading-2167,Picture_Media-2188,Reading_Practice-2422,Reading_Writing-2404,Text_Item-2161,Time_Completion_Medium-2314"
1229,Pre-Test: Social Studies ,en-US,1,50,108,"Academic-437,COURSE-37,Content_Performance-2230,Course_Length_2-2266,Earn-995,GED-77,GED_prep-3595,Learn-524,Level_Intermediate-2257,Level_Literacy_3-2245,PDF_Reading-2167,Picture_Media-2188,Social_Studies-1960,Test_Prep-398,Text_Item-2161,Time_Completion_Medium-2314,no_edovogo-1930"
945,Eric the Car Guy - Brakes  ,en-US,9,49,179,"COURSE-37,Cars-2716,Content_Reference-2233,Course_Length_2-2266,Earn-995,Job_Skills-734,Jobs-1127,Jobs_Finance-635,Learn-524,Level_Beginner-2254,Life-872,Mechanic-2797,Picture_Media-2188,Reentry_Community-2155,Reference-593,Text_Item-2161,Time_Completion_Medium-2314,Video_Item-2185,Workplace_Skills-2431"
1935,33 Series ,en-US,6,36,108,"Earn-995,Learn-524"
1997,Make BIG TALK: People & Family,en-US,3,24,37,"Assessment_Essay-2200,Assessment_Reflection-2194,COURSE-37,Content_Performance-2230,Course_Length_1-2263,Earn-995,Learn-524,Life-872,Making_Changes-731,Personal_Growth-2593,Reentry_Community-2155,Text_Item-2161,Time_Completion_Low-2311"
4417,"The Sacrament of Penance, Lesson 3",en-US,1,4,14,"CDU-3575,Earn-995,Information-2071,Learn-524,Religion-1040,Religion_Spirituality-449,Religious_Study-2596,Spirituality-971,for_review-3578,new_content-1913,no_kdoc-3548,no_mdoc-3609"
2648,Kentucky Commercial Driver's License Test,en-US,9,330,368,"Assessment_Mult_Choice-2203,CDL-1547,COURSE-37,Career_Exploration-413,Commercial_Driver's_License-1232,Content_Performance-2230,Course_Length_2-2266,Driving-860,Earn-995,Job_Skills-734,Jobs-1127,Jobs_Finance-635,Learn-524,Level_Intermediate-2257,Outcome_Certificate-2305,PDF_Reading-2167,Reentry_Community-2155,Restricted_Visibility-2077,State_Specific_Course-1525,Test_Prep-398,Text_Item-2161,Time_Completion_Medium-2314"
4270, NCF - Offender Rules and Discipline,en-US,1,1,3,"Information-2071,NORTON_KDOC_ONLY-3567,Resources-2437,Restricted_Visibility-2077"
4185,Lewiston PREA,en-US,1,2,5,"Information-2071,Lewiston_MT_DOC_only-3603,Resources-2437,Restricted_Visibility-2077"
4394,Chapter 1 Section 1: General Administration - MT DOC Policy & Procedure Continued,en-US,4,4,8,"Dawson_County_Only-3626,Information-2071,MSP_MT_DOC_only-3559,Resources-2437,Restricted_Visibility-2077"
2404,Level 2 Reading Practice: Kicked Out   ,en-US,10,10,60,"Academic-437,Assessment_Mult_Choice-2203,COURSE-37,Content_Performance-2230,Course_Length_2-2266,Language_Arts-143,Level_Intermediate-2257,Level_Literacy_2-2242,PDF-55,PDF_Reading-2167,Picture_Media-2188,Reading_Practice-2422,Reading_Writing-2404,Text_Item-2161,Time_Completion_Medium-2314"
3971,NCF - Training and Staff Development,en-US,2,2,4,"Information-2071,NORTON_KDOC_ONLY-3567,Resources-2437,Restricted_Visibility-2077"
4326,"Acts of the Apostles: Chapters 6-12, Lesson 2",en-US,9,36,124,"CDU-3575,COURSE-37,Earn-995,Learn-524,Religion-1040,Religion_Spirituality-449,Religious-470,Religious_Study-2596,Spirituality-971"
3229,Montana State Prison PREA ,en-US,1,2,6,"Dawson_County_Only-3626,Information-2071,MSP_MT_DOC_only-3559,Resources-2437,Restricted_Visibility-2077"
1011,RLA - Reading Comprehension I ,en-US,9,99,285,"Academic-437,Assessment_Mult_Choice-2203,COURSE-37,Content_Performance-2230,Course_Length_2-2266,Critical_Analysis-2998,Earn-995,English_Language_Arts-140,GED-77,GED_prep-3595,Inference-2869,Interpretation-3076,Language_Arts-143,Learn-524,Level_Intermediate-2257,Level_Literacy_4-2248,PDF_Reading-2167,Reading_Practice-2422,Reading_Writing-2404,Sequence-2755,Text_Item-2161,Time_Completion_Medium-2314"
1520,Introduction to Western Political Thought,en-US,21,142,334,"Academic-437,Assessment_Essay-2200,Assessment_Mult_Choice-2203,Civics_Government-2140,Civil_Liberties-3190,College-1055,College_Credit-2272,Constitution-2968,Content_Performance-2230,Course_Length_3-2269,Democracy-2857,Earn-995,Enlightenment-2569,Learn-524,Level_Advanced-2260,Level_Literacy_4-2248,PDF_Reading-2167,Political_Science-2830,Social_Studies-1960,Text_Item-2161,Time_Completion_High-2317,Video_Item-2185,Video_Lecture-2173,no_kdoc-3548"
1275,Science - Life Science (CN),en-US,19,181,522,"Earn-995,Learn-524"
1309,Las Palabras Communes ,en-US,4,28,56,"Academic-437,ESL-1187,Earn-995,Learn-524,Spanish-1283"
2503,Level 2 Reading Practice - Reaction,en-US,15,15,89,"Academic-437,Adult_Basic_Education-1025,Assessment_Mult_Choice-2203,COURSE-37,Content_Performance-2230,Course_Length_2-2266,Earn-995,Job_Skills-734,Jobs-1127,Jobs_Finance-635,Language_Arts-143,Learn-524,Level_Intermediate-2257,Level_Literacy_2-2242,Life-872,PDF-55,PDF_Reading-2167,Picture_Media-2188,Reading_Practice-2422,Reading_Writing-2404,Text_Item-2161,Time_Completion_Medium-2314"
3307,Christian Prayer - Part III -  The Life of Prayer: Spiritual and Catechetical Reflections,en-US,8,25,92,"Bible-1304,CDU-3575,COURSE-37,Catholic-1355,Earn-995,Learn-524,Life-872,Religion-1040,Religion_Spirituality-449,Religious-470,Religious_Study-2596,Spiritual-2158,Spirituality-971"
4247, Life Ready ,en-US,16,47,48,"Academic-437,Earn-995,Information-2071,Learn-524,MAINE_DOC_ONLY-3577,Resources-2437,Restricted_Visibility-2077,education_ready-3619"
4153,"TCF - Administration, Organization, and Management",en-US,8,8,16,"Information-2071,Resources-2437,Restricted_Visibility-2077,TCF_KDOC_ONLY-3549"
1579,Level 2 Reading Practice - Knifepoint,en-US,15,15,73,"Academic-437,Adult_Basic_Education-1025,Assessment_Mult_Choice-2203,COURSE-37,Content_Performance-2230,Course_Length_2-2266,Earn-995,English_Language_Arts-140,GED-77,GED_prep-3595,Language_Arts-143,Learn-524,Level_Intermediate-2257,Level_Literacy_2-2242,PDF-55,PDF_Reading-2167,Picture_Media-2188,Reading_Practice-2422,Reading_Writing-2404,Text_Item-2161,Time_Completion_Medium-2314"
1165,"Sexual Wellness: Your Health, Your Body, Your Choice",en-US,6,60,227,"COURSE-37,Health-149,Health_Recovery-2149,Physical_Health-2458,Wellness-2464,Womens_Health-1811,no_kdoc-3548"
3946,LCF - Security and Control,en-US,9,9,18,"Information-2071,LANSING_KDOC_ONLY-3564,Resources-2437,Restricted_Visibility-2077"
3436,The Reentry Times.com Educational Program,en-US,6,18,48,"COURSE-37,Earn-995,Learn-524,Life-872,Making_Changes-731,Military-305,Personal_Growth-2593,Reentry-116,Veterans-311"
3550,Word on the Street: Book 2,en-US,3,26,78,"COURSE-37,Childhood_Development-1067,Earn-995,Headspace-155,Learn-524,Life-872,Making_Changes-731,Restricted_Visibility-2077,State_Specific_Course-1525"
2968,Indiana Commercial Driver's Licence Practice Test,en-US,9,329,362,"Assessment_Mult_Choice-2203,CDL-1547,COURSE-37,Commercial_Driver's_License-1232,Content_Performance-2230,Course_Length_2-2266,Driving-860,Earn-995,Job-221,Job_Skills-734,Jobs_Finance-635,Learn-524,Level_Intermediate-2257,Outcome_Certificate-2305,PDF_Reading-2167,Reentry_Community-2155,Restricted_Visibility-2077,State_Specific_Course-1525,Test_Prep-398,Text_Item-2161,Time_Completion_Medium-2314"
3466,El Dorado County Inmate Handbook,en-US,2,2,6,"Content_Reference-2233,Course_Length_1-2263,Earn-995,Learn-524,Legal-1178,Level_All-2251,Life-872,PDF_Reading-2167,Reentry_Community-2155,Resources-2437,Restricted_Visibility-2077,State_Specific_Course-1525,Text_Item-2161,Time_Completion_Low-2311"
4233,"THEO-N105-VAT II: The Constitution on the Church, Lumen Gentium, Part I, L-2",en-US,6,22,83,"CDU-3575,Earn-995,Learn-524,Religion-1040,Religion_Spirituality-449,Religious_Study-2596,Spirituality-971"
4258,TCF - Special Management Offenders ,en-US,3,3,6,"Information-2071,Resources-2437,Restricted_Visibility-2077,TCF_KDOC_ONLY-3549"
4014,SCF - Recreation and Offender Activities,en-US,4,4,10,"Information-2071,Resources-2437,Restricted_Visibility-2077,STOCKTON_KDOC_ONLY-3566"
4124,Ephesians: Grace Changes Work,en-US,1,1,2,"Church-1427,Earn-995,Greensboro_Sermons-2011,Life-872,Restricted_Visibility-2077,Spirituality-971,Video_Sermons-1394,Watch-617,guilford_only-3581"
4335,"Mark in the Nitty-Gritty of History, Lesson 3",en-US,8,30,101,"CDU-3575,Earn-995,Learn-524,Religion-1040,Religion_Spirituality-449,Religious_Study-2596,Spirituality-971"
1401,Build to Read 1: Start,en-US,2,2,18,"Academic-437,Adult_Basic_Education-1025,Content_Performance-2230,Course_Length_1-2263,Earn-995,Language_Arts-143,Learn-524,Level_Beginner-2254,Level_Literacy_1-2239,Picture_Media-2188,Reading_Practice-2422,Reading_Writing-2404,Reference-593,Time_Completion_Low-2311,Video_Item-2185,Video_Lecture-2173"
1251,Social Studies - Civics and Government (CDN),en-US,9,89,264,"Earn-995,Learn-524"
4100,Introduction to AIDS Medicines (IYH),en-US,1,1,3,"Bartow_Only-3600,Christian_County_Only-3601,LI_MT_DOC_only-3557,MAINE_DOC_ONLY-3577,MSP_MT_DOC_only-3559,MWP_MT_DOC_only-3560,PINEHILLS_MT_DOC_ONLY-3587,Restricted_Visibility-2077,Riverside_MT_DOC_only-3558,Woodford_Only-3602"
759,Level 3 Reading Practice: Abraham Lincoln's Childhood,en-US,1,2,17,"Academic-437,Adult_Basic_Education-1025,Assessment_Mult_Choice-2203,COURSE-37,Content_Performance-2230,Course_Length_1-2263,Earn-995,English_Language_Arts-140,GED-77,GED_prep-3595,Intermediate-1199,Language_Arts-143,Learn-524,Level_Literacy_3-2245,PDF_Reading-2167,Picture_Media-2188,Reading_Practice-2422,Reading_Writing-2404,Text_Item-2161,Time_Completion_Medium-2314"
2188,Test Sac Survey,en-US,1,1,3,"Earn-995,Learn-524,Life-872,Reference-593"
4512,Control del Genio y La Ira,es-US,1,1,1,CLI-3647
2831,Writing Prompts: Personal Narrative,en-US,5,50,100,"Academic-437,Adult_Basic_Education-1025,Assessment_Essay-2200,Assessment_Reflection-2194,COURSE-37,Content_Performance-2230,Course_Length_1-2263,Earn-995,Effective_Writing-2419,Family_Community-2590,Job_Skills-734,Jobs-1127,Jobs_Finance-635,Language_Arts-143,Learn-524,Life-872,Personal_Growth-2593,Picture_Media-2188,Reading_Writing-2404,Reentry_Community-2155,Time_Completion_Low-2311,Writing-716"
3715,This is Real Life: Jesus > Aladdin,en-US,1,1,3,"Earn-995,Greensboro_Sermons-2011,Learn-524,Life-872,Restricted_Visibility-2077,Spirituality-971,guilford_only-3581,highpoint_only-3582"
3967,Physical Plant,en-US,4,4,8,"Information-2071,Resources-2437,Restricted_Visibility-2077,WINFIELD_KDOC_ONLY-3570,WWRF_KDOC_ONLY-3569"
2184,test mathjax,en-US,1,2,2,"Earn-995,Learn-524"
3924,OCF - Food Service,en-US,3,3,6,"Information-2071,OSWEGO_KDOC_ONLY-3568,Resources-2437,Restricted_Visibility-2077"
1231,Post-Test: Social Studies ,en-US,1,50,97,"Academic-437,Assessment_Mult_Choice-2203,Assessment_Short_Answer-2197,COURSE-37,Content_Performance-2230,Course_Length_2-2266,Earn-995,English_Language_Arts-140,GED-77,GED_prep-3595,Learn-524,Level_Intermediate-2257,Level_Literacy_3-2245,Picture_Media-2188,Social_Studies-1960,Test_Prep-398,Text_Item-2161,Time_Completion_Medium-2314,no_edovogo-1930"
4420,"The Sacrament of Penance, Lesson 3",en-US,7,35,127,"CDU-3575,Earn-995,Learn-524,Religion-1040,Religion_Spirituality-449,Religious_Study-2596,Spirituality-971"
1137,Business Communications ,en-US,18,129,353,"Academic-437,Assessment_Mult_Choice-2203,Business-341,COURSE-37,College-1055,College_Credit-2272,Communication-2773,Content_Performance-2230,Course_Length_3-2269,Customer_Service-2695,Earn-995,Job_Skills-734,Jobs-1127,Jobs_Finance-635,Learn-524,Level_Advanced-2260,Level_Literacy_4-2248,PDF_Reading-2167,Text_Item-2161,Time_Completion_High-2317,Video_Item-2185,no_kdoc-3548"
1601,Georgia Commercial Driver's License Test,en-US,9,330,360,"Assessment_Mult_Choice-2203,CDL-1547,COURSE-37,Commercial_Driver's_License-1232,Content_Performance-2230,Course_Length_2-2266,Driving-860,Earn-995,Job_Skills-734,Jobs-1127,Jobs_Finance-635,Learn-524,Level_Intermediate-2257,Outcome_Certificate-2305,PDF_Reading-2167,Reentry_Community-2155,Restricted_Visibility-2077,State_Specific_Course-1525,Test_Prep-398,Text_Item-2161,Time_Completion_Medium-2314"
4299,Chapter 3 Section 1: Security Operations and Control - MT DOC Policy & Procedure,en-US,52,52,104,"Information-2071,LI_MT_DOC_only-3557,Lewiston_MT_DOC_only-3603,MSP_MT_DOC_only-3559,MWP_MT_DOC_only-3560,PINEHILLS_MT_DOC_ONLY-3587,Resources-2437,Restricted_Visibility-2077,Riverside_MT_DOC_only-3558"
4053,How to Start a Business in Kane County,en-US,1,3,3,"Information-2071,KANE_COUNTY_ONLY-3576,Resources-2437,Restricted_Visibility-2077"
3862,TCF - Offender Rules and Discipline ,en-US,14,14,28,"Information-2071,Resources-2437,Restricted_Visibility-2077,TCF_KDOC_ONLY-3549"
1721,Web Development 1: Introduction to HTML,en-US,9,24,43,"Earn-995,Learn-524"
1563,El proceso de acción penal: Lo básico,en-US,3,20,72,"Earn-995,Learn-524,Legal-1178,Legal_Study-2644,Life-872,Reentry_Community-2155,Reference-593,Resources-2437,Spanish-1283"
4296,Chapter 2 Section 1: Facility Maintenance - MT DOC Policy & Procedure,en-US,4,4,8,"Dawson_County_Only-3626,Information-2071,LI_MT_DOC_only-3557,Lewiston_MT_DOC_only-3603,MSP_MT_DOC_only-3559,MWP_MT_DOC_only-3560,PINEHILLS_MT_DOC_ONLY-3587,Resources-2437,Restricted_Visibility-2077,Riverside_MT_DOC_only-3558"
2938,New Mexico CDL Manual,en-US,13,14,28,"CDL-1547,COURSE-37,Career_Exploration-413,Commercial_Driver's_License-1232,Content_Reference-2233,Course_Length_2-2266,Driving-860,Earn-995,Job-221,Job_Skills-734,Jobs_Finance-635,Learn-524,Level_All-2251,Level_Intermediate-2257,Outcome_Certificate-2305,PDF_Reading-2167,Picture_Media-2188,Reentry_Community-2155,Resources-2437,Restricted_Visibility-2077,State_Specific_Course-1525,Test_Prep-398,Text_Item-2161,Time_Completion_Low-2311,Time_Completion_Medium-2314"
1099,Jenn Test- Workplace Literacy,en-US,4,13,134,"Earn-995,Learn-524"
4198,Alcoholics Anonymous : Big Book : Part 7,en-US,10,24,119,"Restricted_Visibility-2077,sonoma_only-3542"
3127,Christian Prayer - Part I - Prayer in the Christian Life,en-US,7,24,95,"Bible-1304,CDU-3575,COURSE-37,Catholic-1355,Earn-995,Learn-524,Life-872,Religion-1040,Religion_Spirituality-449,Religious-470,Religious_Study-2596,Spiritual-2158,Spirituality-971"
3976,NCF - Security and Control,en-US,7,7,13,"Information-2071,NORTON_KDOC_ONLY-3567,Resources-2437,Restricted_Visibility-2077"
3895,KJCC - Offender Rights,en-US,4,4,8,"Information-2071,KJCC_KDOC_ONLY-3547,Resources-2437,Restricted_Visibility-2077"
881,My Money ,en-US,5,5,16,"COURSE-37,Content_Reference-2233,Course_Length_1-2263,Credit-2446,Earn-995,Finance-638,Investment-3124,Job_Skills-734,Jobs-1127,Jobs_Finance-635,Learn-524,Life-872,Money-2743,My_Money-2443,Personal_Finance-200,Reference-593,Text_Item-2161,Time_Completion_Low-2311"
1121,Bible Study II - Foundation of Faith and the Romans,en-US,6,492,1024,"Bible-1304,Earn-995,Faith-2680,Learn-524,Life-872,Religious_Study-2596,Romans-2050,Spiritual-2158,Spirituality-971"
795,Level 3 Reading Practice: President Abraham Lincoln,en-US,4,8,65,"Academic-437,Adult_Basic_Education-1025,Assessment_Mult_Choice-2203,COURSE-37,Content_Performance-2230,Course_Length_1-2263,Earn-995,English_Language_Arts-140,GED-77,GED_prep-3595,Intermediate-1199,Language_Arts-143,Learn-524,Level_Literacy_3-2245,PDF_Reading-2167,Picture_Media-2188,Reading_Practice-2422,Reading_Writing-2404,Text_Item-2161,Time_Completion_Medium-2314"
4503,Montana State Prison Menu,en-US,1,1,2,"Facility-1184,Information-2071,MSP_MT_DOC_only-3559,Resources-2437,Restricted_Visibility-2077,Riverside_MT_DOC_only-3558"
3829,Guilford County NC Reentry Resources,en-US,1,1,1,"COURSE-37,Earn-995,Handouts-1226,Learn-524,Manual-1286,Manuals-101,Reentry-116,Restricted_Visibility-2077,guilford_only-3581"
2305,ZZMassachusetts Driver's Manual en Español,en-US,1,1,1,"Driver's_License-1919,Earn-995,Jobs-1127,Learn-524,Life-872,Reentry-116,Reference-593,Resources-2437,State_Specific_Course-1525"
2041,Copy of 33 Series (draft version 1),en-US,6,36,78,"Earn-995,Learn-524"
1007,Career Exploration: Information Technology,en-US,6,18,74,"Academic-437,Assessment_Mult_Choice-2203,Assistant-2914,COURSE-37,Career_Exploration-413,Computer_Science-533,Computers-2794,Content_Performance-2230,Course_Length_2-2266,Earn-995,IT-3247,Information_Systems-3169,Jobs-1127,Jobs_Finance-635,Learn-524,Manager-2665,Networking-2962,Programmer-2923,Reentry_Community-2155,Reference-593,Text_Item-2161,Time_Completion_Low-2311,Video_Item-2185"
1319,PREA - Sacramento Training,en-US,1,2,9,"Earn-995,Learn-524"
3481,"Ten Commandments - The Fifth Commandment-Part I, Lesson 4",en-US,7,15,63,"CDU-3575,COURSE-37,Catholic-1355,Christian-1301,Christianity-503,Earn-995,Learn-524,Life-872,Religion-1040,Religion_Spirituality-449,Religious-470,Religious_Study-2596,Spiritual-2158,Spirituality-971"
4018,"HCF - Communication, Mail and Visitation",en-US,1,1,1,"HUTCHINSON_KDOC_ONLY-3563,Information-2071,Resources-2437,Restricted_Visibility-2077"
4278,Chap 4 - 5 P&P for Adult Community Corrections Division,en-US,6,22,44,"Dawson_County_Only-3626,Information-2071,MSP_MT_DOC_only-3559,MWP_MT_DOC_only-3560,PINEHILLS_MT_DOC_ONLY-3587,Resources-2437,Restricted_Visibility-2077,Riverside_MT_DOC_only-3558"
4027,LCMHF - Security and Control,en-US,3,3,10,"Information-2071,LARNED_KDOC_ONLY-3574,Resources-2437,Restricted_Visibility-2077"
4398,Taking Action to Ensure Everyone's Safety ,en-US,1,1,2,"Facility-1184,Information-2071,MSP_MT_DOC_only-3559,MWP_MT_DOC_only-3560,PINEHILLS_MT_DOC_ONLY-3587,Resources-2437,Restricted_Visibility-2077,Riverside_MT_DOC_only-3558"
4273,Health Services - Section E - I,en-US,4,34,68,"Information-2071,MSP_MT_DOC_only-3559,MWP_MT_DOC_only-3560,PINEHILLS_MT_DOC_ONLY-3587,Resources-2437,Restricted_Visibility-2077,Riverside_MT_DOC_only-3558"
4469,MIT Non-violence as a Way of Life,en-US,1,1,3,"MAINE_DOC_ONLY-3577,Resources-2437,Restricted_Visibility-2077"
4032,LCMHF  - Offender Rights,en-US,2,2,8,"Information-2071,LARNED_KDOC_ONLY-3574,Resources-2437,Restricted_Visibility-2077"
1191,TEST Reading Plus,en-US,1,1,1,"Academic-437,Adult_Basic_Education-1025,Earn-995,GED-77,Learn-524,Reference-593"
3944,LCF - Physical Plant,en-US,2,2,4,"Information-2071,LANSING_KDOC_ONLY-3564,Resources-2437,Restricted_Visibility-2077"
4491,Memorizing Scripture,en-US,1,1,1,"CLI-3647,COURSE-37,Earn-995,Information-2071,Religion_Spirituality-449,Religious-470,Religious_Study-2596,Spirituality-971,for_review-3578,new_content-1913"
