id,user_id,facility_id,created_at,updated_at
151031,2623,466,2020-04-02 14:57:59.825,2020-04-02 14:57:59.825
151229,1768,454,2020-04-02 18:32:05.209,2020-04-02 18:32:05.209
151269,1735,454,2020-04-03 12:31:00.336,2020-04-03 12:31:00.336
151303,1663,454,2020-04-05 17:21:41.339,2020-04-05 17:21:41.339
151341,1711,454,2020-04-05 17:32:25.969,2020-04-05 17:32:25.969
151381,1849,454,2020-04-05 18:00:49.41,2020-04-05 18:00:49.41
151418,3971,454,2020-04-06 14:38:23.829,2020-04-06 14:38:23.829
151456,4021,454,2020-04-06 16:07:16.511,2020-04-06 16:07:16.511
151488,3916,454,2020-04-07 11:37:31.639,2020-04-07 11:37:31.639
151524,3935,466,2020-04-07 11:51:34.06,2020-04-07 11:51:34.06
151560,3908,460,2020-04-07 12:36:55.175,2020-04-07 12:36:55.175
151594,4534,466,2020-04-07 13:54:22.905,2020-04-07 13:54:22.905
152436,3909,466,2020-04-22 08:53:50.68,2020-04-22 08:53:50.68
153437,4600,673,2020-04-28 10:18:21.234,2020-04-28 10:18:21.234
153467,4606,682,2020-04-28 11:39:57.405,2020-04-28 11:39:57.405
153502,3910,454,2020-04-28 15:04:30.842,2020-04-28 15:04:30.842
154621,4621,586,2020-05-01 10:02:01.363,2020-05-01 10:02:01.363
154651,4621,706,2020-05-01 10:02:01.414,2020-05-01 10:02:01.414
156541,3881,454,2020-05-15 11:18:21.324,2020-05-15 11:18:21.324
156572,3735,682,2020-05-15 12:24:42.726,2020-05-15 12:24:42.726
156602,443,35,2020-05-18 09:27:44.003,2020-05-18 09:27:44.003
156632,503,562,2020-05-18 09:28:13.475,2020-05-18 09:28:13.475
156640,503,723,2020-05-18 09:28:13.489,2020-05-18 09:28:13.489
156670,893,394,2020-05-18 09:28:45.898,2020-05-18 09:28:45.898
156700,1405,382,2020-05-18 09:29:26.736,2020-05-18 09:29:26.736
156730,1405,358,2020-05-18 09:29:26.789,2020-05-18 09:29:26.789
156760,899,722,2020-05-18 09:29:58.688,2020-05-18 09:29:58.688
156790,1387,692,2020-05-18 09:30:40.685,2020-05-18 09:30:40.685
156820,1129,683,2020-05-18 09:31:58.686,2020-05-18 09:31:58.686
156850,1225,406,2020-05-18 09:32:38.629,2020-05-18 09:32:38.629
156880,2326,538,2020-05-18 09:33:10.635,2020-05-18 09:33:10.635
156910,2326,493,2020-05-18 09:33:10.686,2020-05-18 09:33:10.686
156940,368,716,2020-05-18 09:33:52.109,2020-05-18 09:33:52.109
156970,3497,723,2020-05-18 09:34:22.365,2020-05-18 09:34:22.365
157000,4335,394,2020-05-18 09:34:59.726,2020-05-18 09:34:59.726
157030,4662,394,2020-05-18 10:15:51.792,2020-05-18 10:15:51.792
158306,3468,454,2020-05-22 09:56:19.206,2020-05-22 09:56:19.206
160029,4720,454,2020-06-03 10:08:52.213,2020-06-03 10:08:52.213
161335,1519,295,2020-06-08 14:23:22.402,2020-06-08 14:23:22.402
161365,1519,418,2020-06-08 14:23:22.455,2020-06-08 14:23:22.455
161395,1519,718,2020-06-08 14:23:22.508,2020-06-08 14:23:22.508
161425,1519,466,2020-06-08 14:23:22.561,2020-06-08 14:23:22.561
161455,1519,358,2020-06-08 14:23:22.615,2020-06-08 14:23:22.615
161485,1519,310,2020-06-08 14:23:22.668,2020-06-08 14:23:22.668
161685,1699,454,2020-06-09 18:37:38.314,2020-06-09 18:37:38.314
161727,1954,145,2020-06-11 10:06:50.241,2020-06-11 10:06:50.241
162486,536,96,2020-06-25 08:45:08.139,2020-06-25 08:45:08.139
162516,3355,262,2020-06-30 09:51:33.204,2020-06-30 09:51:33.204
162546,3355,725,2020-06-30 09:51:33.223,2020-06-30 09:51:33.223
162576,3355,698,2020-06-30 09:51:33.242,2020-06-30 09:51:33.242
162606,3355,679,2020-06-30 09:51:33.26,2020-06-30 09:51:33.26
162636,3355,424,2020-06-30 09:51:33.278,2020-06-30 09:51:33.278
162666,3355,415,2020-06-30 09:51:33.298,2020-06-30 09:51:33.298
163787,99,502,2020-07-01 15:08:12.935,2020-07-01 15:08:12.935
163817,99,592,2020-07-01 15:08:12.986,2020-07-01 15:08:12.986
163847,99,619,2020-07-01 15:08:13.038,2020-07-01 15:08:13.038
163877,99,433,2020-07-01 15:08:13.089,2020-07-01 15:08:13.089
163907,99,547,2020-07-01 15:08:13.142,2020-07-01 15:08:13.142
163937,99,173,2020-07-01 15:08:13.194,2020-07-01 15:08:13.194
164450,781,262,2020-07-14 09:18:40.092,2020-07-14 09:18:40.092
164480,781,607,2020-07-14 09:18:40.205,2020-07-14 09:18:40.205
164510,781,493,2020-07-14 09:18:40.27,2020-07-14 09:18:40.27
164540,781,52,2020-07-14 09:18:40.33,2020-07-14 09:18:40.33
165013,4777,728,2020-07-15 15:55:28.316,2020-07-15 15:55:28.316
165377,2697,274,2020-07-20 15:42:11.52,2020-07-20 15:42:11.52
165407,2697,562,2020-07-20 15:42:11.574,2020-07-20 15:42:11.574
165437,2697,661,2020-07-20 15:42:11.629,2020-07-20 15:42:11.629
165467,2697,242,2020-07-20 15:42:11.682,2020-07-20 15:42:11.682
165497,2697,11,2020-07-20 15:42:11.736,2020-07-20 15:42:11.736
165527,4565,295,2020-07-21 12:29:39.462,2020-07-21 12:29:39.462
165557,4565,580,2020-07-21 12:29:39.518,2020-07-21 12:29:39.518
165587,4565,649,2020-07-21 12:29:39.572,2020-07-21 12:29:39.572
165617,4565,460,2020-07-21 12:29:39.628,2020-07-21 12:29:39.628
165647,4565,717,2020-07-21 12:29:39.685,2020-07-21 12:29:39.685
165838,148,514,2020-07-24 09:22:47.413,2020-07-24 09:22:47.413
165868,148,24,2020-07-24 09:22:47.463,2020-07-24 09:22:47.463
165898,148,667,2020-07-24 09:22:47.514,2020-07-24 09:22:47.514
165928,148,169,2020-07-24 09:22:47.564,2020-07-24 09:22:47.564
165958,148,724,2020-07-24 09:22:47.615,2020-07-24 09:22:47.615
165970,148,705,2020-07-24 09:22:47.635,2020-07-24 09:22:47.635
166000,4337,7,2020-07-24 10:15:55.054,2020-07-24 10:15:55.054
166030,1912,682,2020-07-24 10:16:21.036,2020-07-24 10:16:21.036
166060,45,292,2020-07-24 10:16:48.68,2020-07-24 10:16:48.68
166090,45,99,2020-07-24 10:16:48.74,2020-07-24 10:16:48.74
166120,45,661,2020-07-24 10:16:48.794,2020-07-24 10:16:48.794
166150,45,169,2020-07-24 10:16:48.849,2020-07-24 10:16:48.849
166180,45,400,2020-07-24 10:16:48.904,2020-07-24 10:16:48.904
166210,45,734,2020-07-24 10:16:48.955,2020-07-24 10:16:48.955
1132,202,35,2016-05-25 13:12:09,2016-05-25 13:12:09
5510,284,46,2016-09-13 16:10:52,2016-09-13 16:10:52
12700,570,21,2017-01-11 15:54:01,2017-01-11 15:54:01
22178,833,19,2017-07-07 10:21:52.539,2017-07-07 10:21:52.539
26486,983,217,2017-08-24 14:51:55.178,2017-08-24 14:51:55.178
31267,1108,2,2017-10-20 10:38:02.809,2017-10-20 10:38:02.809
31357,1108,96,2017-10-20 10:38:02.859,2017-10-20 10:38:02.859
31447,1108,233,2017-10-20 10:38:02.905,2017-10-20 10:38:02.905
35230,1174,340,2017-11-27 12:07:46.937,2017-11-27 12:07:46.937
40564,1309,24,2018-02-02 07:39:00.737,2018-02-02 07:39:00.737
42871,965,196,2018-02-19 11:18:26.131,2018-02-19 11:18:26.131
42961,965,49,2018-02-19 11:18:26.163,2018-02-19 11:18:26.163
43051,965,239,2018-02-19 11:18:26.196,2018-02-19 11:18:26.196
50227,1465,412,2018-03-30 11:17:37.716,2018-03-30 11:17:37.716
56779,1546,478,2018-05-01 10:55:50.498,2018-05-01 10:55:50.498
57832,14,126,2018-05-04 14:47:46.762,2018-05-04 14:47:46.762
57922,14,5,2018-05-04 14:47:46.788,2018-05-04 14:47:46.788
58012,14,52,2018-05-04 14:47:46.815,2018-05-04 14:47:46.815
64573,125,3,2018-06-11 10:53:22.249,2018-06-11 10:53:22.249
64663,125,156,2018-06-11 10:53:22.269,2018-06-11 10:53:22.269
64762,1918,286,2018-06-11 12:22:11.921,2018-06-11 12:22:11.921
64852,1918,439,2018-06-11 12:22:11.947,2018-06-11 12:22:11.947
64942,1918,211,2018-06-11 12:22:11.972,2018-06-11 12:22:11.972
65032,1918,163,2018-06-11 12:22:11.994,2018-06-11 12:22:11.994
67606,2017,217,2018-07-05 08:43:46.959,2018-07-05 08:43:46.959
68224,2098,511,2018-07-16 12:20:30.64,2018-07-16 12:20:30.64
68668,15,205,2018-07-20 10:48:08.173,2018-07-20 10:48:08.173
68758,32,33,2018-07-20 10:48:40.788,2018-07-20 10:48:40.788
68848,37,35,2018-07-20 10:48:59.301,2018-07-20 10:48:59.301
68938,37,15,2018-07-20 10:48:59.324,2018-07-20 10:48:59.324
69028,111,99,2018-07-20 10:51:39.582,2018-07-20 10:51:39.582
69442,2122,415,2018-07-25 07:32:59.546,2018-07-25 07:32:59.546
72493,2233,439,2018-08-17 10:15:14.923,2018-08-17 10:15:14.923
75112,256,2,2018-08-27 20:58:10.602,2018-08-27 20:58:10.602
75202,288,5,2018-08-27 20:58:30.005,2018-08-27 20:58:30.005
75538,401,40,2018-08-27 20:59:11.612,2018-08-27 20:59:11.612
75628,333,46,2018-08-27 21:00:37.801,2018-08-27 21:00:37.801
75718,333,86,2018-08-27 21:00:37.873,2018-08-27 21:00:37.873
75808,204,40,2018-08-27 21:05:13.486,2018-08-27 21:05:13.486
75898,268,5,2018-08-27 21:05:32.128,2018-08-27 21:05:32.128
75988,145,13,2018-08-27 21:06:44.002,2018-08-27 21:06:44.002
77734,2251,7,2018-09-10 08:26:51.969,2018-09-10 08:26:51.969
78277,71,26,2018-09-10 13:51:59.655,2018-09-10 13:51:59.655
86431,2488,556,2018-10-24 15:53:18.955,2018-10-24 15:53:18.955
92493,2596,117,2018-11-16 13:05:28.741,2018-11-16 13:05:28.741
94470,2638,637,2018-12-04 16:07:46.744,2018-12-04 16:07:46.744
94501,2669,637,2018-12-04 16:07:46.948,2018-12-04 16:07:46.948
95495,2701,592,2018-12-12 11:59:13.46,2018-12-12 11:59:13.46
95676,23,208,2018-12-13 15:44:12.228,2018-12-13 15:44:12.228
95706,23,61,2018-12-13 15:44:12.277,2018-12-13 15:44:12.277
95768,53,394,2018-12-13 15:51:16.345,2018-12-13 15:51:16.345
95798,53,472,2018-12-13 15:51:16.396,2018-12-13 15:51:16.396
95828,53,242,2018-12-13 15:51:16.449,2018-12-13 15:51:16.449
96102,968,123,2018-12-13 16:09:44.429,2018-12-13 16:09:44.429
96132,968,15,2018-12-13 16:09:44.476,2018-12-13 16:09:44.476
96264,2621,652,2018-12-13 16:13:28.162,2018-12-13 16:13:28.162
97669,764,502,2018-12-21 13:39:55.384,2018-12-21 13:39:55.384
97699,764,33,2018-12-21 13:39:55.434,2018-12-21 13:39:55.434
97729,764,613,2018-12-21 13:39:55.483,2018-12-21 13:39:55.483
97759,764,472,2018-12-21 13:39:55.533,2018-12-21 13:39:55.533
97789,764,316,2018-12-21 13:39:55.581,2018-12-21 13:39:55.581
98046,33,382,2018-12-26 16:38:22.967,2018-12-26 16:38:22.967
98076,33,211,2018-12-26 16:38:23.016,2018-12-26 16:38:23.016
98106,33,26,2018-12-26 16:38:23.063,2018-12-26 16:38:23.063
98508,291,667,2019-01-07 13:24:18.739,2019-01-07 13:24:18.739
98538,291,178,2019-01-07 13:24:18.787,2019-01-07 13:24:18.787
99932,2762,277,2019-01-14 17:20:33.185,2019-01-14 17:20:33.185
99962,2762,439,2019-01-14 17:20:33.232,2019-01-14 17:20:33.232
99992,2762,325,2019-01-14 17:20:33.281,2019-01-14 17:20:33.281
100022,2762,475,2019-01-14 17:20:33.33,2019-01-14 17:20:33.33
100195,2777,11,2019-01-15 08:29:43.048,2019-01-15 08:29:43.048
100225,2777,556,2019-01-15 08:29:43.096,2019-01-15 08:29:43.096
100255,2777,643,2019-01-15 08:29:43.146,2019-01-15 08:29:43.146
100285,2777,169,2019-01-15 08:29:43.195,2019-01-15 08:29:43.195
100315,2777,412,2019-01-15 08:29:43.244,2019-01-15 08:29:43.244
100345,2777,61,2019-01-15 08:29:43.293,2019-01-15 08:29:43.293
100494,2598,126,2019-01-15 08:37:23.686,2019-01-15 08:37:23.686
100524,2598,9,2019-01-15 08:37:23.733,2019-01-15 08:37:23.733
100554,2598,208,2019-01-15 08:37:23.782,2019-01-15 08:37:23.782
100584,2598,541,2019-01-15 08:37:23.836,2019-01-15 08:37:23.836
100614,2598,2,2019-01-15 08:37:23.89,2019-01-15 08:37:23.89
100797,2356,382,2019-01-15 08:38:53.648,2019-01-15 08:38:53.648
100827,2356,304,2019-01-15 08:38:53.696,2019-01-15 08:38:53.696
100857,2356,412,2019-01-15 08:38:53.744,2019-01-15 08:38:53.744
101277,2818,655,2019-01-15 16:56:35.921,2019-01-15 16:56:35.921
101313,2854,613,2019-01-15 16:56:36.196,2019-01-15 16:56:36.196
101343,2884,613,2019-01-15 16:56:36.423,2019-01-15 16:56:36.423
101374,2915,667,2019-01-15 16:56:36.663,2019-01-15 16:56:36.663
101415,2956,661,2019-01-15 16:56:36.976,2019-01-15 16:56:36.976
101492,3033,667,2019-01-15 17:03:33.617,2019-01-15 17:03:33.617
101533,3074,649,2019-01-15 17:05:27.901,2019-01-15 17:05:27.901
102538,3014,652,2019-01-17 14:32:31.176,2019-01-17 14:32:31.176
103386,3113,664,2019-01-23 17:06:35.013,2019-01-23 17:06:35.013
103900,3158,679,2019-01-29 18:02:07.661,2019-01-29 18:02:07.661
104138,3211,619,2019-02-05 19:10:29.961,2019-02-05 19:10:29.961
104199,3229,643,2019-02-07 18:40:33.753,2019-02-07 18:40:33.753
104232,2734,682,2019-02-11 12:29:20.881,2019-02-11 12:29:20.881
104577,3290,664,2019-02-19 15:07:05.468,2019-02-19 15:07:05.468
104841,3086,646,2019-02-26 15:11:39.482,2019-02-26 15:11:39.482
105446,3357,655,2019-03-12 12:10:14.289,2019-03-12 12:10:14.289
106109,3361,292,2019-03-13 15:10:01.579,2019-03-13 15:10:01.579
106139,3361,622,2019-03-13 15:10:01.658,2019-03-13 15:10:01.658
106169,3361,445,2019-03-13 15:10:01.736,2019-03-13 15:10:01.736
106199,3361,358,2019-03-13 15:10:01.827,2019-03-13 15:10:01.827
106657,3084,352,2019-03-26 14:33:25.543,2019-03-26 14:33:25.543
106695,3407,352,2019-03-29 08:54:54.326,2019-03-29 08:54:54.326
108195,3453,15,2019-04-22 16:57:23.082,2019-04-22 16:57:23.082
108553,463,502,2019-04-24 15:06:14.986,2019-04-24 15:06:14.986
108583,463,568,2019-04-24 15:06:15.042,2019-04-24 15:06:15.042
108613,463,646,2019-04-24 15:06:15.10,2019-04-24 15:06:15.10
108643,463,5,2019-04-24 15:06:15.155,2019-04-24 15:06:15.155
108673,463,221,2019-04-24 15:06:15.211,2019-04-24 15:06:15.211
109154,2464,126,2019-05-01 17:37:14.525,2019-05-01 17:37:14.525
109184,2464,9,2019-05-01 17:37:14.575,2019-05-01 17:37:14.575
109214,2464,208,2019-05-01 17:37:14.624,2019-05-01 17:37:14.624
109244,2464,478,2019-05-01 17:37:14.701,2019-05-01 17:37:14.701
109274,2610,286,2019-05-01 17:37:40.328,2019-05-01 17:37:40.328
109304,2610,24,2019-05-01 17:37:40.377,2019-05-01 17:37:40.377
109334,2610,604,2019-05-01 17:37:40.426,2019-05-01 17:37:40.426
109364,2610,49,2019-05-01 17:37:40.474,2019-05-01 17:37:40.474
109394,2610,472,2019-05-01 17:37:40.522,2019-05-01 17:37:40.522
110218,1321,221,2019-05-10 07:14:05.659,2019-05-10 07:14:05.659
111271,2789,514,2019-05-23 13:16:03.486,2019-05-23 13:16:03.486
111301,2789,580,2019-05-23 13:16:03.563,2019-05-23 13:16:03.563
111331,2789,21,2019-05-23 13:16:03.615,2019-05-23 13:16:03.615
111361,2789,550,2019-05-23 13:16:03.665,2019-05-23 13:16:03.665
111391,3522,352,2019-05-23 15:13:19.559,2019-05-23 15:13:19.559
112330,3572,268,2019-06-13 06:57:47.566,2019-06-13 06:57:47.566
114604,814,99,2019-07-07 18:34:46.018,2019-07-07 18:34:46.018
114634,814,117,2019-07-07 18:34:46.067,2019-07-07 18:34:46.067
115285,1507,24,2019-07-16 12:02:53.693,2019-07-16 12:02:53.693
115568,3623,696,2019-07-19 08:42:12.894,2019-07-19 08:42:12.894
116798,2828,655,2019-08-02 11:50:29.894,2019-08-02 11:50:29.894
116828,3570,652,2019-08-02 11:56:42.577,2019-08-02 11:56:42.577
116858,3214,667,2019-08-02 16:48:23.254,2019-08-02 16:48:23.254
116901,3302,652,2019-08-02 16:50:56.829,2019-08-02 16:50:56.829
116931,3448,646,2019-08-02 17:27:53.83,2019-08-02 17:27:53.83
116961,2769,693,2019-08-02 17:33:23.233,2019-08-02 17:33:23.233
116991,3568,637,2019-08-02 17:56:54.705,2019-08-02 17:56:54.705
117041,2802,646,2019-08-02 17:58:26.042,2019-08-02 17:58:26.042
117071,2946,667,2019-08-02 18:00:53.712,2019-08-02 18:00:53.712
118611,2799,505,2019-08-15 09:43:28.394,2019-08-15 09:43:28.394
118641,2799,556,2019-08-15 09:43:28.442,2019-08-15 09:43:28.442
118671,2799,69,2019-08-15 09:43:28.49,2019-08-15 09:43:28.49
118701,2799,217,2019-08-15 09:43:28.538,2019-08-15 09:43:28.538
118731,2799,694,2019-08-15 09:43:28.586,2019-08-15 09:43:28.586
118761,2799,38,2019-08-15 09:43:28.633,2019-08-15 09:43:28.633
118797,1531,529,2019-08-16 13:16:08.715,2019-08-16 13:16:08.715
118827,1531,394,2019-08-16 13:16:08.767,2019-08-16 13:16:08.767
118857,1531,72,2019-08-16 13:16:08.819,2019-08-16 13:16:08.819
118887,1531,310,2019-08-16 13:16:08.87,2019-08-16 13:16:08.87
118917,1531,316,2019-08-16 13:16:08.923,2019-08-16 13:16:08.923
118950,49,3,2019-08-19 17:29:39.902,2019-08-19 17:29:39.902
118980,49,49,2019-08-19 17:29:39.952,2019-08-19 17:29:39.952
119021,2844,652,2019-08-20 16:48:50.083,2019-08-20 16:48:50.083
119691,3715,673,2019-08-23 12:18:27.288,2019-08-23 12:18:27.288
120734,3425,283,2019-09-11 11:31:11.963,2019-09-11 11:31:11.963
120764,3425,99,2019-09-11 11:31:12.012,2019-09-11 11:31:12.012
120794,3425,72,2019-09-11 11:31:12.061,2019-09-11 11:31:12.061
120824,3425,475,2019-09-11 11:31:12.109,2019-09-11 11:31:12.109
120854,3425,328,2019-09-11 11:31:12.158,2019-09-11 11:31:12.158
122796,3809,661,2019-09-19 17:03:00.044,2019-09-19 17:03:00.044
123226,3819,694,2019-09-20 18:18:19.034,2019-09-20 18:18:19.034
123257,3762,652,2019-09-23 12:32:55.138,2019-09-23 12:32:55.138
123291,3549,703,2019-09-23 17:27:56.055,2019-09-23 17:27:56.055
125417,3636,683,2019-10-01 09:26:53.943,2019-10-01 09:26:53.943
125545,1384,358,2019-10-01 09:28:28.344,2019-10-01 09:28:28.344
125641,1081,325,2019-10-01 09:29:55.374,2019-10-01 09:29:55.374
125671,902,358,2019-10-01 09:30:30.372,2019-10-01 09:30:30.372
125750,566,138,2019-10-01 09:31:32.284,2019-10-01 09:31:32.284
126693,3979,99,2019-10-14 08:28:48.105,2019-10-14 08:28:48.105
127182,4030,138,2019-10-17 12:30:26.899,2019-10-17 12:30:26.899
127599,4033,707,2019-10-18 11:17:31.906,2019-10-18 11:17:31.906
127656,2467,382,2019-10-23 16:46:32.461,2019-10-23 16:46:32.461
127686,2467,655,2019-10-23 16:46:32.513,2019-10-23 16:46:32.513
127716,2467,156,2019-10-23 16:46:32.565,2019-10-23 16:46:32.565
127746,2467,221,2019-10-23 16:46:32.617,2019-10-23 16:46:32.617
128818,572,46,2019-11-14 15:33:11.053,2019-11-14 15:33:11.053
129648,3479,274,2019-11-18 18:12:37.419,2019-11-18 18:12:37.419
129678,3479,406,2019-11-18 18:12:37.47,2019-11-18 18:12:37.47
129708,3479,69,2019-11-18 18:12:37.522,2019-11-18 18:12:37.522
129738,3479,208,2019-11-18 18:12:37.573,2019-11-18 18:12:37.573
129768,3479,490,2019-11-18 18:12:37.625,2019-11-18 18:12:37.625
129798,3479,141,2019-11-18 18:12:37.676,2019-11-18 18:12:37.676
130840,3671,517,2019-11-22 09:58:19.836,2019-11-22 09:58:19.836
130870,3671,703,2019-11-22 09:58:19.889,2019-11-22 09:58:19.889
130900,3671,673,2019-11-22 09:58:19.94,2019-11-22 09:58:19.94
130930,3671,163,2019-11-22 09:58:19.99,2019-11-22 09:58:19.99
132299,2778,130,2019-12-06 16:04:06.087,2019-12-06 16:04:06.087
132329,887,96,2019-12-06 16:04:38.724,2019-12-06 16:04:38.724
132359,887,664,2019-12-06 16:04:38.779,2019-12-06 16:04:38.779
132389,887,475,2019-12-06 16:04:38.831,2019-12-06 16:04:38.831
132419,887,2,2019-12-06 16:04:38.884,2019-12-06 16:04:38.884
132449,3586,574,2019-12-06 16:05:02.59,2019-12-06 16:05:02.59
132708,227,700,2019-12-09 15:07:33.996,2019-12-09 15:07:33.996
132847,2950,661,2019-12-10 15:58:27.478,2019-12-10 15:58:27.478
132903,2617,673,2019-12-16 11:15:35.807,2019-12-16 11:15:35.807
132933,3664,673,2019-12-16 11:22:30.301,2019-12-16 11:22:30.301
133401,4198,714,2019-12-26 11:08:23.79,2019-12-26 11:08:23.79
134525,1360,286,2020-01-15 11:04:12.401,2020-01-15 11:04:12.401
134555,1360,3,2020-01-15 11:04:12.451,2020-01-15 11:04:12.451
134585,1360,698,2020-01-15 11:04:12.50,2020-01-15 11:04:12.50
134615,1360,217,2020-01-15 11:04:12.549,2020-01-15 11:04:12.549
134645,1360,163,2020-01-15 11:04:12.60,2020-01-15 11:04:12.60
135817,4273,712,2020-01-16 14:39:26.839,2020-01-16 14:39:26.839
135847,4303,712,2020-01-16 14:39:27.115,2020-01-16 14:39:27.115
137991,3441,274,2020-01-30 11:10:16.979,2020-01-30 11:10:16.979
138021,3441,406,2020-01-30 11:10:17.029,2020-01-30 11:10:17.029
138051,3441,646,2020-01-30 11:10:17.079,2020-01-30 11:10:17.079
138081,3441,454,2020-01-30 11:10:17.13,2020-01-30 11:10:17.13
138111,3441,717,2020-01-30 11:10:17.181,2020-01-30 11:10:17.181
138726,4045,508,2020-02-03 11:50:49.625,2020-02-03 11:50:49.625
138756,4045,439,2020-02-03 11:50:49.675,2020-02-03 11:50:49.675
138786,4045,649,2020-02-03 11:50:49.726,2020-02-03 11:50:49.726
138816,4045,466,2020-02-03 11:50:49.778,2020-02-03 11:50:49.778
138846,4045,574,2020-02-03 11:50:49.828,2020-02-03 11:50:49.828
140087,2470,502,2020-02-12 11:38:05.078,2020-02-12 11:38:05.078
140117,2470,352,2020-02-12 11:38:05.13,2020-02-12 11:38:05.13
140147,2470,688,2020-02-12 11:38:05.18,2020-02-12 11:38:05.18
140177,2470,679,2020-02-12 11:38:05.227,2020-02-12 11:38:05.227
140207,2470,490,2020-02-12 11:38:05.282,2020-02-12 11:38:05.282
140237,4386,699,2020-02-13 10:43:15.90,2020-02-13 10:43:15.90
140592,2344,262,2020-02-17 13:20:18.015,2020-02-17 13:20:18.015
140622,2344,394,2020-02-17 13:20:18.13,2020-02-17 13:20:18.13
140652,2344,248,2020-02-17 13:20:18.212,2020-02-17 13:20:18.212
140682,2344,625,2020-02-17 13:20:18.304,2020-02-17 13:20:18.304
141122,39,508,2020-02-18 12:19:11.152,2020-02-18 12:19:11.152
141152,39,580,2020-02-18 12:19:11.252,2020-02-18 12:19:11.252
141182,39,21,2020-02-18 12:19:11.376,2020-02-18 12:19:11.376
141212,39,541,2020-02-18 12:19:11.48,2020-02-18 12:19:11.48
141577,4349,720,2020-02-20 12:35:39.81,2020-02-20 12:35:39.81
142197,941,382,2020-02-24 16:12:44.633,2020-02-24 16:12:44.633
142227,941,598,2020-02-24 16:12:44.681,2020-02-24 16:12:44.681
142257,941,248,2020-02-24 16:12:44.73,2020-02-24 16:12:44.73
142287,941,49,2020-02-24 16:12:44.779,2020-02-24 16:12:44.779
142317,941,706,2020-02-24 16:12:44.828,2020-02-24 16:12:44.828
142347,941,141,2020-02-24 16:12:44.878,2020-02-24 16:12:44.878
142566,2473,280,2020-02-25 17:33:09.506,2020-02-25 17:33:09.506
142596,2473,418,2020-02-25 17:33:09.555,2020-02-25 17:33:09.555
142626,2473,325,2020-02-25 17:33:09.605,2020-02-25 17:33:09.605
142656,2473,625,2020-02-25 17:33:09.654,2020-02-25 17:33:09.654
142686,2473,38,2020-02-25 17:33:09.704,2020-02-25 17:33:09.704
144571,1654,454,2020-03-09 09:43:17.79,2020-03-09 09:43:17.79
145320,4401,716,2020-03-11 15:27:30.485,2020-03-11 15:27:30.485
145600,1084,700,2020-03-11 15:30:13.535,2020-03-11 15:30:13.535
145774,995,113,2020-03-12 17:53:11.636,2020-03-12 17:53:11.636
145804,995,38,2020-03-12 17:53:11.688,2020-03-12 17:53:11.688
149850,4515,637,2020-03-30 18:50:06.059,2020-03-30 18:50:06.059
150667,3426,715,2020-04-01 10:12:49.055,2020-04-01 10:12:49.055
150697,3426,619,2020-04-01 10:12:49.107,2020-04-01 10:12:49.107
150727,3426,325,2020-04-01 10:12:49.171,2020-04-01 10:12:49.171
150757,3426,697,2020-04-01 10:12:49.227,2020-04-01 10:12:49.227
150787,3426,705,2020-04-01 10:12:49.281,2020-04-01 10:12:49.281
150975,1783,466,2020-04-02 14:21:37.125,2020-04-02 14:21:37.125
151005,3307,472,2020-04-02 14:43:21.761,2020-04-02 14:43:21.761
151039,4012,466,2020-04-02 15:06:45.745,2020-04-02 15:06:45.745
151233,4009,454,2020-04-03 11:33:57.206,2020-04-03 11:33:57.206
151273,3972,454,2020-04-03 12:35:47.41,2020-04-03 12:35:47.41
151307,3274,454,2020-04-05 17:23:02.40,2020-04-05 17:23:02.40
151347,1738,454,2020-04-05 17:50:54.458,2020-04-05 17:50:54.458
151387,3874,454,2020-04-05 18:19:02.671,2020-04-05 18:19:02.671
151422,3915,454,2020-04-06 14:39:15.542,2020-04-06 14:39:15.542
151460,1714,454,2020-04-06 16:08:32.933,2020-04-06 16:08:32.933
151492,2413,454,2020-04-07 11:38:35.435,2020-04-07 11:38:35.435
151528,3936,466,2020-04-07 11:52:20.375,2020-04-07 11:52:20.375
151564,3905,460,2020-04-07 12:37:31.887,2020-04-07 12:37:31.887
151602,4536,466,2020-04-07 15:01:57.261,2020-04-07 15:01:57.261
152440,4535,463,2020-04-22 08:57:44.146,2020-04-22 08:57:44.146
153441,4599,682,2020-04-28 10:18:50.913,2020-04-28 10:18:50.913
153471,4610,682,2020-04-28 11:47:04.389,2020-04-28 11:47:04.389
153506,3912,454,2020-04-28 15:05:25.295,2020-04-28 15:05:25.295
154625,4621,406,2020-05-01 10:02:01.37,2020-05-01 10:02:01.37
154959,4632,445,2020-05-06 02:27:00.418,2020-05-06 02:27:00.418
156545,2718,682,2020-05-15 11:59:48.582,2020-05-15 11:59:48.582
156576,3739,682,2020-05-15 12:27:08.501,2020-05-15 12:27:08.501
156606,443,692,2020-05-18 09:27:44.01,2020-05-18 09:27:44.01
156636,503,138,2020-05-18 09:28:13.482,2020-05-18 09:28:13.482
156662,893,714,2020-05-18 09:28:45.885,2020-05-18 09:28:45.885
156692,893,690,2020-05-18 09:28:45.935,2020-05-18 09:28:45.935
156722,1405,86,2020-05-18 09:29:26.775,2020-05-18 09:29:26.775
156752,899,718,2020-05-18 09:29:58.675,2020-05-18 09:29:58.675
156782,1387,580,2020-05-18 09:30:40.671,2020-05-18 09:30:40.671
156812,1129,699,2020-05-18 09:31:58.672,2020-05-18 09:31:58.672
